;n;enzima;gen;nob_Keeg;path;link
24;74;glucokinase [EC:2.7.1.2];Gck;mmu:103988;mmu00010;http://www.kegg.jp/dbget-bin/www_bget?mmu:103988
25;75;hexokinase [EC:2.7.1.1];Hk1;mmu:15275;mmu00010;http://www.kegg.jp/dbget-bin/www_bget?mmu:15275+mmu:15277+mmu:212032+mmu:216019
26;76;glucose-6-phosphatase [EC:3.1.3.9];G6pc;mmu:14377;mmu00010;http://www.kegg.jp/dbget-bin/www_bget?mmu:14377+mmu:14378+mmu:68401
27;79;dihydrolipoamide dehydrogenase [EC:1.8.1.4];Dld;mmu:13382;mmu00010;http://www.kegg.jp/dbget-bin/www_bget?mmu:13382
28;80;phosphoglycerate kinase [EC:2.7.2.3];Pgk1;mmu:18655;mmu00010;http://www.kegg.jp/dbget-bin/www_bget?mmu:18655+mmu:18663
29;117;phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32];Pck1;mmu:18534;mmu00010;http://www.kegg.jp/dbget-bin/www_bget?mmu:18534+mmu:74551
30;137;bisphosphoglycerate/phosphoglycerate mutase [EC:5.4.2.4 5.4.2.11];Bpgm;mmu:12183;mmu00010;http://www.kegg.jp/dbget-bin/www_bget?mmu:12183
31;138;bisphosphoglycerate/phosphoglycerate mutase [EC:5.4.2.4 5.4.2.11];Bpgm;mmu:12183;mmu00010;http://www.kegg.jp/dbget-bin/www_bget?mmu:12183
32;140;acetyl-CoA synthetase [EC:6.2.1.1];Acss2;mmu:60525;mmu00010;http://www.kegg.jp/dbget-bin/www_bget?mmu:60525+mmu:68738
33;143;ADP-dependent glucokinase [EC:2.7.1.147];Adpgk;mmu:72141;mmu00010;http://www.kegg.jp/dbget-bin/www_bget?mmu:72141
34;144;ADP-dependent glucokinase [EC:2.7.1.147];Adpgk;mmu:72141;mmu00010;http://www.kegg.jp/dbget-bin/www_bget?mmu:72141
35;150;multiple inositol-polyphosphate phosphatase / 2,3-bisphosphoglycerate 3-phosphatase [EC:3.1.3.62 3.1.3.80];Minpp1;mmu:17330;mmu00010;http://www.kegg.jp/dbget-bin/www_bget?mmu:17330
36;28;dihydrolipoamide dehydrogenase [EC:1.8.1.4];Dld;mmu:13382;mmu00020;http://www.kegg.jp/dbget-bin/www_bget?mmu:13382
37;29;2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2];Ogdh;mmu:18293;mmu00020;http://www.kegg.jp/dbget-bin/www_bget?mmu:18293+mmu:239017
38;30;2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2];Ogdh;mmu:18293;mmu00020;http://www.kegg.jp/dbget-bin/www_bget?mmu:18293+mmu:239017
39;31;2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61];Dlst;mmu:78920;mmu00020;http://www.kegg.jp/dbget-bin/www_bget?mmu:78920
40;32;succinyl-CoA synthetase beta subunit [EC:6.2.1.4 6.2.1.5];Sucla2;mmu:20916;mmu00020;http://www.kegg.jp/dbget-bin/www_bget?mmu:20916+mmu:20917+mmu:56451
41;33;succinyl-CoA synthetase beta subunit [EC:6.2.1.4 6.2.1.5];Sucla2;mmu:20916;mmu00020;http://www.kegg.jp/dbget-bin/www_bget?mmu:20916+mmu:20917+mmu:56451
42;34;isocitrate dehydrogenase [EC:1.1.1.42];Idh1;mmu:15926;mmu00020;http://www.kegg.jp/dbget-bin/www_bget?mmu:15926+mmu:269951
43;35;isocitrate dehydrogenase (NAD+) [EC:1.1.1.41];Idh3g;mmu:15929;mmu00020;http://www.kegg.jp/dbget-bin/www_bget?mmu:15929+mmu:170718+mmu:243996+mmu:67834
44;36;isocitrate dehydrogenase [EC:1.1.1.42];Idh1;mmu:15926;mmu00020;http://www.kegg.jp/dbget-bin/www_bget?mmu:15926+mmu:269951
45;37;ATP citrate (pro-S)-lyase [EC:2.3.3.8];Acly;mmu:104112;mmu00020;http://www.kegg.jp/dbget-bin/www_bget?mmu:104112
46;38;fumarate hydratase, class II [EC:4.2.1.2];Fh1;mmu:14194;mmu00020;http://www.kegg.jp/dbget-bin/www_bget?mmu:14194
47;39;aconitate hydratase [EC:4.2.1.3];Aco1;mmu:11428;mmu00020;http://www.kegg.jp/dbget-bin/www_bget?mmu:11428+mmu:11429
48;40;aconitate hydratase [EC:4.2.1.3];Aco1;mmu:11428;mmu00020;http://www.kegg.jp/dbget-bin/www_bget?mmu:11428+mmu:11429
49;41;citrate synthase [EC:2.3.3.1];Cs;mmu:12974;mmu00020;http://www.kegg.jp/dbget-bin/www_bget?mmu:12974+mmu:71832
50;42;malate dehydrogenase [EC:1.1.1.37];Mdh2;mmu:17448;mmu00020;http://www.kegg.jp/dbget-bin/www_bget?mmu:17448+mmu:17449
51;43;pyruvate carboxylase [EC:6.4.1.1];Pcx;mmu:18563;mmu00020;http://www.kegg.jp/dbget-bin/www_bget?mmu:18563
52;75;pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1];Pdha1;mmu:18597;mmu00020;http://www.kegg.jp/dbget-bin/www_bget?mmu:18597+mmu:18598+mmu:68263
53;77;pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1];Pdha1;mmu:18597;mmu00020;http://www.kegg.jp/dbget-bin/www_bget?mmu:18597+mmu:18598+mmu:68263
54;80;dihydrolipoamide dehydrogenase [EC:1.8.1.4];Dld;mmu:13382;mmu00020;http://www.kegg.jp/dbget-bin/www_bget?mmu:13382
55;82;pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12];Dlat;mmu:235339;mmu00020;http://www.kegg.jp/dbget-bin/www_bget?mmu:235339
56;87;phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32];Pck1;mmu:18534;mmu00020;http://www.kegg.jp/dbget-bin/www_bget?mmu:18534+mmu:74551
57;92;succinate dehydrogenase (ubiquinone) cytochrome b560 subunit;Sdhc;mmu:66052;mmu00020;http://www.kegg.jp/dbget-bin/www_bget?mmu:66052+mmu:66925+mmu:66945+mmu:67680
58;37;glucose-6-phosphate isomerase [EC:5.3.1.9];Gpi1;mmu:14751;mmu00030;http://www.kegg.jp/dbget-bin/www_bget?mmu:14751
59;40;ribokinase [EC:2.7.1.15];Rbks;mmu:71336;mmu00030;http://www.kegg.jp/dbget-bin/www_bget?mmu:71336
60;41;phosphoglucomutase / phosphopentomutase [EC:5.4.2.2 5.4.2.7];Pgm2;mmu:66681;mmu00030;http://www.kegg.jp/dbget-bin/www_bget?mmu:66681
61;42;deoxyribose-phosphate aldolase [EC:4.1.2.4];Dera;mmu:232449;mmu00030;http://www.kegg.jp/dbget-bin/www_bget?mmu:232449
62;43;ribose-phosphate pyrophosphokinase [EC:2.7.6.1];Prps2;mmu:110639;mmu00030;http://www.kegg.jp/dbget-bin/www_bget?mmu:110639+mmu:19139+mmu:328099+mmu:75456
63;44;phosphoglucomutase / phosphopentomutase [EC:5.4.2.2 5.4.2.7];Pgm2;mmu:66681;mmu00030;http://www.kegg.jp/dbget-bin/www_bget?mmu:66681
64;45;ribokinase [EC:2.7.1.15];Rbks;mmu:71336;mmu00030;http://www.kegg.jp/dbget-bin/www_bget?mmu:71336
65;46;transketolase [EC:2.2.1.1];Tkt;mmu:21881;mmu00030;http://www.kegg.jp/dbget-bin/www_bget?mmu:21881+mmu:74419+mmu:83553
66;47;ribose 5-phosphate isomerase A [EC:5.3.1.6];Rpia;mmu:19895;mmu00030;http://www.kegg.jp/dbget-bin/www_bget?mmu:19895
67;48;ribulose-phosphate 3-epimerase [EC:5.1.3.1];Rpe;mmu:66646;mmu00030;http://www.kegg.jp/dbget-bin/www_bget?mmu:66646
68;49;transketolase [EC:2.2.1.1];Tkt;mmu:21881;mmu00030;http://www.kegg.jp/dbget-bin/www_bget?mmu:21881+mmu:74419+mmu:83553
69;50;fructose-bisphosphate aldolase, class I [EC:4.1.2.13];Aldoa;mmu:11674;mmu00030;http://www.kegg.jp/dbget-bin/www_bget?mmu:11674+mmu:11676+mmu:230163+mmu:353204
70;51;6-phosphofructokinase 1 [EC:2.7.1.11];Pfkl;mmu:18641;mmu00030;http://www.kegg.jp/dbget-bin/www_bget?mmu:18641+mmu:18642+mmu:56421
71;52;fructose-1,6-bisphosphatase I [EC:3.1.3.11];Fbp2;mmu:14120;mmu00030;http://www.kegg.jp/dbget-bin/www_bget?mmu:14120+mmu:14121
72;53;glucose-6-phosphate isomerase [EC:5.3.1.9];Gpi1;mmu:14751;mmu00030;http://www.kegg.jp/dbget-bin/www_bget?mmu:14751
73;56;6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343];Pgd;mmu:110208;mmu00030;http://www.kegg.jp/dbget-bin/www_bget?mmu:110208
74;57;6-phosphogluconolactonase [EC:3.1.1.31];Pgls;mmu:66171;mmu00030;http://www.kegg.jp/dbget-bin/www_bget?mmu:66171
75;58;glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363];G6pd2;mmu:14380;mmu00030;http://www.kegg.jp/dbget-bin/www_bget?mmu:14380+mmu:14381
76;62;gluconokinase [EC:2.7.1.12];Idnk;mmu:75731;mmu00030;http://www.kegg.jp/dbget-bin/www_bget?mmu:75731
77;64;gluconolactonase [EC:3.1.1.17];Rgn;mmu:19733;mmu00030;http://www.kegg.jp/dbget-bin/www_bget?mmu:19733
78;77;transaldolase [EC:2.2.1.2];Taldo1;mmu:21351;mmu00030;http://www.kegg.jp/dbget-bin/www_bget?mmu:21351
79;78;phosphoglucomutase / phosphopentomutase [EC:5.4.2.2 5.4.2.7];Pgm2;mmu:66681;mmu00030;http://www.kegg.jp/dbget-bin/www_bget?mmu:66681+mmu:72157
80;88;glycerate 2-kinase [EC:2.7.1.165];Glyctk;mmu:235582;mmu00030;http://www.kegg.jp/dbget-bin/www_bget?mmu:235582
81;97;hexose-6-phosphate dehydrogenase [EC:1.1.1.47 3.1.1.31];H6pd;mmu:100198;mmu00030;http://www.kegg.jp/dbget-bin/www_bget?mmu:100198
82;156;6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343];Pgd;mmu:110208;mmu00030;http://www.kegg.jp/dbget-bin/www_bget?mmu:110208
83;157;glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363];G6pd2;mmu:14380;mmu00030;http://www.kegg.jp/dbget-bin/www_bget?mmu:14380+mmu:14381
84;71;beta-glucuronidase [EC:3.2.1.31];Gusb;mmu:110006;mmu00040;http://www.kegg.jp/dbget-bin/www_bget?mmu:110006+mmu:16591
85;78;ribulose-phosphate 3-epimerase [EC:5.1.3.1];Rpe;mmu:66646;mmu00040;http://www.kegg.jp/dbget-bin/www_bget?mmu:66646
86;81;D-ribitol-5-phosphate cytidylyltransferase [EC:2.7.7.40];Crppa;mmu:75847;mmu00040;http://www.kegg.jp/dbget-bin/www_bget?mmu:75847
87;84;xylulokinase [EC:2.7.1.17];Xylb;mmu:102448;mmu00040;http://www.kegg.jp/dbget-bin/www_bget?mmu:102448
88;93;aldehyde reductase [EC:1.1.1.21];Akr1b3;mmu:11677;mmu00040;http://www.kegg.jp/dbget-bin/www_bget?mmu:11677+mmu:11997+mmu:14187+mmu:67861
89;95;L-xylulose reductase [EC:1.1.1.10];Dcxr;mmu:67880;mmu00040;http://www.kegg.jp/dbget-bin/www_bget?mmu:67880
90;96;aldehyde reductase [EC:1.1.1.21];Akr1b3;mmu:11677;mmu00040;http://www.kegg.jp/dbget-bin/www_bget?mmu:11677+mmu:11997+mmu:14187+mmu:67861
91;99;L-gulonate 3-dehydrogenase [EC:1.1.1.45];Cryl1;mmu:68631;mmu00040;http://www.kegg.jp/dbget-bin/www_bget?mmu:68631
92;100;UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9];Ugp2;mmu:216558;mmu00040;http://www.kegg.jp/dbget-bin/www_bget?mmu:216558
93;101;glucuronosyltransferase [EC:2.4.1.17];Ugt2b38;mmu:100559;mmu00040;http://www.kegg.jp/dbget-bin/www_bget?mmu:100559+mmu:100727+mmu:112417+mmu:22236+mmu:22238+mmu:231396+mmu:243085+mmu:394430+mmu:394432+mmu:394433+mmu:394434+mmu:394435+mmu:394436+mmu:552899+mmu:71773+mmu:72094+mmu:94215+mmu:94284
94;102;UDPglucose 6-dehydrogenase [EC:1.1.1.22];Ugdh;mmu:22235;mmu00040;http://www.kegg.jp/dbget-bin/www_bget?mmu:22235
95;193;dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) [EC:1.3.1.20 1.1.1.179];Dhdh;mmu:71755;mmu00040;http://www.kegg.jp/dbget-bin/www_bget?mmu:71755
96;215;L-iditol 2-dehydrogenase [EC:1.1.1.14];Sord;mmu:20322;mmu00040;http://www.kegg.jp/dbget-bin/www_bget?mmu:20322
97;216;alcohol dehydrogenase (NADP+) [EC:1.1.1.2];Akr1a1;mmu:58810;mmu00040;http://www.kegg.jp/dbget-bin/www_bget?mmu:58810
98;57;aldehyde reductase [EC:1.1.1.21];Akr1b3;mmu:11677;mmu00051;http://www.kegg.jp/dbget-bin/www_bget?mmu:11677+mmu:11997+mmu:14187+mmu:67861
99;58;L-iditol 2-dehydrogenase [EC:1.1.1.14];Sord;mmu:20322;mmu00051;http://www.kegg.jp/dbget-bin/www_bget?mmu:20322
100;60;ketohexokinase [EC:2.7.1.3];Khk;mmu:16548;mmu00051;http://www.kegg.jp/dbget-bin/www_bget?mmu:16548
101;70;hexokinase [EC:2.7.1.1];Hk1;mmu:15275;mmu00051;http://www.kegg.jp/dbget-bin/www_bget?mmu:15275+mmu:15277+mmu:212032+mmu:216019
102;73;hexokinase [EC:2.7.1.1];Hk1;mmu:15275;mmu00051;http://www.kegg.jp/dbget-bin/www_bget?mmu:15275+mmu:15277+mmu:212032+mmu:216019
103;75;6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 3 [EC:2.7.1.105 3.1.3.46];Pfkfb3;mmu:170768;mmu00051;http://www.kegg.jp/dbget-bin/www_bget?mmu:170768+mmu:18639+mmu:18640+mmu:270198+mmu:319801
104;78;mannose-6-phosphate isomerase [EC:5.3.1.8];Mpi;mmu:110119;mmu00051;http://www.kegg.jp/dbget-bin/www_bget?mmu:110119
105;79;phosphomannomutase [EC:5.4.2.8];Pmm1;mmu:29858;mmu00051;http://www.kegg.jp/dbget-bin/www_bget?mmu:29858+mmu:54128
106;81;fucose-1-phosphate guanylyltransferase [EC:2.7.7.30];Fpgt;mmu:75540;mmu00051;http://www.kegg.jp/dbget-bin/www_bget?mmu:75540
107;82;GDP-L-fucose synthase [EC:1.1.1.271];Tsta3;mmu:22122;mmu00051;http://www.kegg.jp/dbget-bin/www_bget?mmu:22122
108;83;GDPmannose 4,6-dehydratase [EC:4.2.1.47];Gmds;mmu:218138;mmu00051;http://www.kegg.jp/dbget-bin/www_bget?mmu:218138
109;84;mannose-1-phosphate guanylyltransferase [EC:2.7.7.13];Gmppb;mmu:331026;mmu00051;http://www.kegg.jp/dbget-bin/www_bget?mmu:331026+mmu:69080
110;88;6-phosphofructokinase 1 [EC:2.7.1.11];Pfkl;mmu:18641;mmu00051;http://www.kegg.jp/dbget-bin/www_bget?mmu:18641+mmu:18642+mmu:56421
111;93;triosephosphate isomerase (TIM) [EC:5.3.1.1];Tpi1;mmu:21991;mmu00051;http://www.kegg.jp/dbget-bin/www_bget?mmu:21991
112;94;fructose-bisphosphate aldolase, class I [EC:4.1.2.13];Aldoa;mmu:11674;mmu00051;http://www.kegg.jp/dbget-bin/www_bget?mmu:11674+mmu:11676+mmu:230163+mmu:353204
113;95;triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) [EC:2.7.1.28 2.7.1.29 4.6.1.15];Tkfc;mmu:225913;mmu00051;http://www.kegg.jp/dbget-bin/www_bget?mmu:225913
114;96;fructose-bisphosphate aldolase, class I [EC:4.1.2.13];Aldoa;mmu:11674;mmu00051;http://www.kegg.jp/dbget-bin/www_bget?mmu:11674+mmu:11676+mmu:230163+mmu:353204
115;105;fructose-1,6-bisphosphatase I [EC:3.1.3.11];Fbp2;mmu:14120;mmu00051;http://www.kegg.jp/dbget-bin/www_bget?mmu:14120+mmu:14121
116;117;fucokinase [EC:2.7.1.52];Fcsk;mmu:234730;mmu00051;http://www.kegg.jp/dbget-bin/www_bget?mmu:234730
117;55;alpha-galactosidase [EC:3.2.1.22];Gla;mmu:11605;mmu00052;http://www.kegg.jp/dbget-bin/www_bget?mmu:11605
118;57;6-phosphofructokinase 1 [EC:2.7.1.11];Pfkl;mmu:18641;mmu00052;http://www.kegg.jp/dbget-bin/www_bget?mmu:18641+mmu:18642+mmu:56421
119;61;alpha-galactosidase [EC:3.2.1.22];Gla;mmu:11605;mmu00052;http://www.kegg.jp/dbget-bin/www_bget?mmu:11605
120;64;lysosomal alpha-glucosidase [EC:3.2.1.20];Gaa;mmu:14387;mmu00052;http://www.kegg.jp/dbget-bin/www_bget?mmu:14387+mmu:232714+mmu:76051
121;65;alpha-galactosidase [EC:3.2.1.22];Gla;mmu:11605;mmu00052;http://www.kegg.jp/dbget-bin/www_bget?mmu:11605
122;68;aldehyde reductase [EC:1.1.1.21];Akr1b3;mmu:11677;mmu00052;http://www.kegg.jp/dbget-bin/www_bget?mmu:11677+mmu:11997+mmu:14187+mmu:67861
123;69;alpha-galactosidase [EC:3.2.1.22];Gla;mmu:11605;mmu00052;http://www.kegg.jp/dbget-bin/www_bget?mmu:11605
124;70;alpha-galactosidase [EC:3.2.1.22];Gla;mmu:11605;mmu00052;http://www.kegg.jp/dbget-bin/www_bget?mmu:11605
125;71;alpha-galactosidase [EC:3.2.1.22];Gla;mmu:11605;mmu00052;http://www.kegg.jp/dbget-bin/www_bget?mmu:11605
126;72;alpha-galactosidase [EC:3.2.1.22];Gla;mmu:11605;mmu00052;http://www.kegg.jp/dbget-bin/www_bget?mmu:11605
127;73;glucokinase [EC:2.7.1.2];Gck;mmu:103988;mmu00052;http://www.kegg.jp/dbget-bin/www_bget?mmu:103988
128;74;hexokinase [EC:2.7.1.1];Hk1;mmu:15275;mmu00052;http://www.kegg.jp/dbget-bin/www_bget?mmu:15275+mmu:15277+mmu:212032+mmu:216019
129;75;lactase-phlorizin hydrolase [EC:3.2.1.108 3.2.1.62];Lct;mmu:226413;mmu00052;http://www.kegg.jp/dbget-bin/www_bget?mmu:226413
130;76;beta-galactosidase [EC:3.2.1.23];Glb1;mmu:12091;mmu00052;http://www.kegg.jp/dbget-bin/www_bget?mmu:12091
131;77;phosphoglucomutase / phosphopentomutase [EC:5.4.2.2 5.4.2.7];Pgm2;mmu:66681;mmu00052;http://www.kegg.jp/dbget-bin/www_bget?mmu:66681+mmu:72157
132;78;beta-1,4-galactosyltransferase 1 [EC:2.4.1.22 2.4.1.90 2.4.1.38 2.4.1.-];B4galt1;mmu:14595;mmu00052;http://www.kegg.jp/dbget-bin/www_bget?mmu:14595+mmu:16770+mmu:53418
133;79;UDP-glucose 4-epimerase [EC:5.1.3.2];Gale;mmu:74246;mmu00052;http://www.kegg.jp/dbget-bin/www_bget?mmu:74246
134;80;UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9];Ugp2;mmu:216558;mmu00052;http://www.kegg.jp/dbget-bin/www_bget?mmu:216558
135;82;UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12];Galt;mmu:14430;mmu00052;http://www.kegg.jp/dbget-bin/www_bget?mmu:14430
136;99;glucose-6-phosphatase [EC:3.1.3.9];G6pc;mmu:14377;mmu00052;http://www.kegg.jp/dbget-bin/www_bget?mmu:14377+mmu:14378+mmu:68401
137;111;alpha-galactosidase [EC:3.2.1.22];Gla;mmu:11605;mmu00052;http://www.kegg.jp/dbget-bin/www_bget?mmu:11605
138;156;sucrase-isomaltase [EC:3.2.1.48 3.2.1.10];Sis;mmu:69983;mmu00052;http://www.kegg.jp/dbget-bin/www_bget?mmu:69983
139;171;galactokinase [EC:2.7.1.6];Galk1;mmu:14635;mmu00052;http://www.kegg.jp/dbget-bin/www_bget?mmu:14635
140;172;aldose 1-epimerase [EC:5.1.3.3];Galm;mmu:319625;mmu00052;http://www.kegg.jp/dbget-bin/www_bget?mmu:319625
141;32;inositol oxygenase [EC:1.13.99.1];Miox;mmu:56727;mmu00053;http://www.kegg.jp/dbget-bin/www_bget?mmu:56727
142;35;UDPglucose 6-dehydrogenase [EC:1.1.1.22];Ugdh;mmu:22235;mmu00053;http://www.kegg.jp/dbget-bin/www_bget?mmu:22235
143;51;gluconolactonase [EC:3.1.1.17];Rgn;mmu:19733;mmu00053;http://www.kegg.jp/dbget-bin/www_bget?mmu:19733
144;66;glucuronosyltransferase [EC:2.4.1.17];Ugt2b38;mmu:100559;mmu00053;http://www.kegg.jp/dbget-bin/www_bget?mmu:100559+mmu:100727+mmu:112417+mmu:22236+mmu:22238+mmu:231396+mmu:243085+mmu:394430+mmu:394432+mmu:394433+mmu:394434+mmu:394435+mmu:394436+mmu:552899+mmu:71773+mmu:72094+mmu:94215+mmu:94284
145;73;aldehyde dehydrogenase family 7 member A1 [EC:1.2.1.31 1.2.1.8 1.2.1.3];Aldh7a1;mmu:110695;mmu00053;http://www.kegg.jp/dbget-bin/www_bget?mmu:110695+mmu:11669+mmu:11671+mmu:56752+mmu:72535
146;123;L-gulonolactone oxidase [EC:1.1.3.8];Gulo;mmu:268756;mmu00053;http://www.kegg.jp/dbget-bin/www_bget?mmu:268756
147;169;L-gulonolactone oxidase [EC:1.1.3.8];Gulo;mmu:268756;mmu00053;http://www.kegg.jp/dbget-bin/www_bget?mmu:268756
148;44;fatty acid synthase, animal type [EC:2.3.1.85];Fasn;mmu:14104;mmu00061;http://www.kegg.jp/dbget-bin/www_bget?mmu:14104
149;45;medium-chain acyl-[acyl-carrier-protein] hydrolase [EC:3.1.2.21];Olah;mmu:99035;mmu00061;http://www.kegg.jp/dbget-bin/www_bget?mmu:99035
150;47;medium-chain acyl-[acyl-carrier-protein] hydrolase [EC:3.1.2.21];Olah;mmu:99035;mmu00061;http://www.kegg.jp/dbget-bin/www_bget?mmu:99035
151;48;medium-chain acyl-[acyl-carrier-protein] hydrolase [EC:3.1.2.21];Olah;mmu:99035;mmu00061;http://www.kegg.jp/dbget-bin/www_bget?mmu:99035
152;59;3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179];Oxsm;mmu:71147;mmu00061;http://www.kegg.jp/dbget-bin/www_bget?mmu:71147
153;64;3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179];Oxsm;mmu:71147;mmu00061;http://www.kegg.jp/dbget-bin/www_bget?mmu:71147
154;65;3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179];Oxsm;mmu:71147;mmu00061;http://www.kegg.jp/dbget-bin/www_bget?mmu:71147
155;66;3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179];Oxsm;mmu:71147;mmu00061;http://www.kegg.jp/dbget-bin/www_bget?mmu:71147
156;67;3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179];Oxsm;mmu:71147;mmu00061;http://www.kegg.jp/dbget-bin/www_bget?mmu:71147
