;n;enzima;gen;nob_Keeg;path;link
117;57;6-phosphofructokinase 1 [EC:2.7.1.11];PFKP;ptr:450266;ptr00052;http://www.kegg.jp/dbget-bin/www_bget?ptr:450266+ptr:451863+ptr:458602
118;61;alpha-galactosidase [EC:3.2.1.22];GLA;ptr:107971043;ptr00052;http://www.kegg.jp/dbget-bin/www_bget?ptr:107971043
119;64;neutral alpha-glucosidase C [EC:3.2.1.20];(RefSeq);ptr:453361;ptr00052;http://www.kegg.jp/dbget-bin/www_bget?ptr:453361+ptr:454940+ptr:463789+ptr:463790
120;65;alpha-galactosidase [EC:3.2.1.22];GLA;ptr:107971043;ptr00052;http://www.kegg.jp/dbget-bin/www_bget?ptr:107971043
121;68;aldehyde reductase [EC:1.1.1.21];AKR1B10;ptr:463867;ptr00052;http://www.kegg.jp/dbget-bin/www_bget?ptr:463867+ptr:736853+ptr:737737
122;69;alpha-galactosidase [EC:3.2.1.22];GLA;ptr:107971043;ptr00052;http://www.kegg.jp/dbget-bin/www_bget?ptr:107971043
123;70;alpha-galactosidase [EC:3.2.1.22];GLA;ptr:107971043;ptr00052;http://www.kegg.jp/dbget-bin/www_bget?ptr:107971043
124;71;alpha-galactosidase [EC:3.2.1.22];GLA;ptr:107971043;ptr00052;http://www.kegg.jp/dbget-bin/www_bget?ptr:107971043
125;72;alpha-galactosidase [EC:3.2.1.22];GLA;ptr:107971043;ptr00052;http://www.kegg.jp/dbget-bin/www_bget?ptr:107971043
126;73;glucokinase [EC:2.7.1.2];GCK;ptr:737923;ptr00052;http://www.kegg.jp/dbget-bin/www_bget?ptr:737923
127;74;hexokinase [EC:2.7.1.1];HKDC1;ptr:450504;ptr00052;http://www.kegg.jp/dbget-bin/www_bget?ptr:450504+ptr:450505+ptr:462298+ptr:741291
128;75;lactase-phlorizin hydrolase [EC:3.2.1.108 3.2.1.62];LCT;ptr:459633;ptr00052;http://www.kegg.jp/dbget-bin/www_bget?ptr:459633
129;76;beta-galactosidase [EC:3.2.1.23];GLB1;ptr:460254;ptr00052;http://www.kegg.jp/dbget-bin/www_bget?ptr:460254
130;77;phosphoglucomutase [EC:5.4.2.2];PGM1;ptr:456908;ptr00052;http://www.kegg.jp/dbget-bin/www_bget?ptr:456908+ptr:461162
131;78;beta-1,4-galactosyltransferase 1 [EC:2.4.1.22 2.4.1.90 2.4.1.38 2.4.1.-];B4GALT1;ptr:100613700;ptr00052;http://www.kegg.jp/dbget-bin/www_bget?ptr:100613700+ptr:456522+ptr:743291
132;79;UDP-glucose 4-epimerase [EC:5.1.3.2];GALE;ptr:456623;ptr00052;http://www.kegg.jp/dbget-bin/www_bget?ptr:456623
133;80;UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9];UGP2;ptr:459273;ptr00052;http://www.kegg.jp/dbget-bin/www_bget?ptr:459273
134;82;UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12];GALT;ptr:473219;ptr00052;http://www.kegg.jp/dbget-bin/www_bget?ptr:473219
135;99;glucose-6-phosphatase [EC:3.1.3.9];G6PC;ptr:454703;ptr00052;http://www.kegg.jp/dbget-bin/www_bget?ptr:454703+ptr:454720+ptr:741431
136;111;alpha-galactosidase [EC:3.2.1.22];GLA;ptr:107971043;ptr00052;http://www.kegg.jp/dbget-bin/www_bget?ptr:107971043
137;156;sucrase-isomaltase [EC:3.2.1.48 3.2.1.10];SI;ptr:470988;ptr00052;http://www.kegg.jp/dbget-bin/www_bget?ptr:470988
138;171;galactokinase [EC:2.7.1.6];GALK1;ptr:454888;ptr00052;http://www.kegg.jp/dbget-bin/www_bget?ptr:454888
139;172;aldose 1-epimerase [EC:5.1.3.3];GALM;ptr:459166;ptr00052;http://www.kegg.jp/dbget-bin/www_bget?ptr:459166
140;32;inositol oxygenase [EC:1.13.99.1];MIOX;ptr:747218;ptr00053;http://www.kegg.jp/dbget-bin/www_bget?ptr:747218
141;35;UDPglucose 6-dehydrogenase [EC:1.1.1.22];UGDH;ptr:471171;ptr00053;http://www.kegg.jp/dbget-bin/www_bget?ptr:471171
142;51;gluconolactonase [EC:3.1.1.17];RGN;ptr:107970955;ptr00053;http://www.kegg.jp/dbget-bin/www_bget?ptr:107970955
143;66;glucuronosyltransferase [EC:2.4.1.17];(RefSeq);ptr:100611992;ptr00053;http://www.kegg.jp/dbget-bin/www_bget?ptr:100611992+ptr:107973969+ptr:461285+ptr:461287+ptr:461289+ptr:471217+ptr:471218+ptr:471219+ptr:471220+ptr:742890+ptr:743607
144;73;aldehyde dehydrogenase (NAD+) [EC:1.2.1.3];ALDH2;ptr:107967644;ptr00053;http://www.kegg.jp/dbget-bin/www_bget?ptr:107967644+ptr:454505+ptr:457478+ptr:462033+ptr:464931
145;44;fatty acid synthase, animal type [EC:2.3.1.85];FASN;ptr:454986;ptr00061;http://www.kegg.jp/dbget-bin/www_bget?ptr:454986
146;45;medium-chain acyl-[acyl-carrier-protein] hydrolase [EC:3.1.2.21];OLAH;ptr:450320;ptr00061;http://www.kegg.jp/dbget-bin/www_bget?ptr:450320
147;47;medium-chain acyl-[acyl-carrier-protein] hydrolase [EC:3.1.2.21];OLAH;ptr:450320;ptr00061;http://www.kegg.jp/dbget-bin/www_bget?ptr:450320
148;48;medium-chain acyl-[acyl-carrier-protein] hydrolase [EC:3.1.2.21];OLAH;ptr:450320;ptr00061;http://www.kegg.jp/dbget-bin/www_bget?ptr:450320
149;59;3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179];OXSM;ptr:460234;ptr00061;http://www.kegg.jp/dbget-bin/www_bget?ptr:460234
150;64;3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179];OXSM;ptr:460234;ptr00061;http://www.kegg.jp/dbget-bin/www_bget?ptr:460234
151;65;3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179];OXSM;ptr:460234;ptr00061;http://www.kegg.jp/dbget-bin/www_bget?ptr:460234
152;66;3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179];OXSM;ptr:460234;ptr00061;http://www.kegg.jp/dbget-bin/www_bget?ptr:460234
153;67;3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179];OXSM;ptr:460234;ptr00061;http://www.kegg.jp/dbget-bin/www_bget?ptr:460234
154;68;3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179];OXSM;ptr:460234;ptr00061;http://www.kegg.jp/dbget-bin/www_bget?ptr:460234
155;69;3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179];OXSM;ptr:460234;ptr00061;http://www.kegg.jp/dbget-bin/www_bget?ptr:460234
156;75;fatty acid synthase, animal type [EC:2.3.1.85];FASN;ptr:454986;ptr00061;http://www.kegg.jp/dbget-bin/www_bget?ptr:454986
157;78;fatty acid synthase, animal type [EC:2.3.1.85];FASN;ptr:454986;ptr00061;http://www.kegg.jp/dbget-bin/www_bget?ptr:454986
158;80;fatty acid synthase, animal type [EC:2.3.1.85];FASN;ptr:454986;ptr00061;http://www.kegg.jp/dbget-bin/www_bget?ptr:454986
159;83;fatty acid synthase, animal type [EC:2.3.1.85];FASN;ptr:454986;ptr00061;http://www.kegg.jp/dbget-bin/www_bget?ptr:454986
