;n;enzima;gen;nob_Keeg;path;Link
26;80;sugar PTS system EIIA component [EC:2.7.1.-];crr;eco:b2417;eco00010;http://www.kegg.jp/dbget-bin/www_bget?eco:b2417+eco:b2715
27;81;6-phospho-beta-glucosidase [EC:3.2.1.86];chbF;eco:b1734;eco00010;http://www.kegg.jp/dbget-bin/www_bget?eco:b1734+eco:b2716+eco:b2901+eco:b3721
28;82;6-phospho-beta-glucosidase [EC:3.2.1.86];chbF;eco:b1734;eco00010;http://www.kegg.jp/dbget-bin/www_bget?eco:b1734+eco:b2716+eco:b2901+eco:b3721
29;116;phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49];pck;eco:b3403;eco00010;http://www.kegg.jp/dbget-bin/www_bget?eco:b3403
30;117;alcohol dehydrogenase;eutG;eco:b2453;eco00010;http://www.kegg.jp/dbget-bin/www_bget?eco:b2453
31;124;pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-];ydbK;eco:b1378;eco00010;http://www.kegg.jp/dbget-bin/www_bget?eco:b1378
32;131;acetyl-CoA synthetase [EC:6.2.1.1];acs;eco:b4069;eco00010;http://www.kegg.jp/dbget-bin/www_bget?eco:b4069
33;137;2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12];gpmM;eco:b3612;eco00010;http://www.kegg.jp/dbget-bin/www_bget?eco:b3612+eco:b4395
34;138;aldehyde dehydrogenase [EC:1.2.1.-];aldB;eco:b3588;eco00010;http://www.kegg.jp/dbget-bin/www_bget?eco:b3588
35;28;dihydrolipoamide dehydrogenase [EC:1.8.1.4];lpd;eco:b0116;eco00020;http://www.kegg.jp/dbget-bin/www_bget?eco:b0116
36;29;2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2];sucA;eco:b0726;eco00020;http://www.kegg.jp/dbget-bin/www_bget?eco:b0726
37;30;2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2];sucA;eco:b0726;eco00020;http://www.kegg.jp/dbget-bin/www_bget?eco:b0726
38;31;2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61];sucB;eco:b0727;eco00020;http://www.kegg.jp/dbget-bin/www_bget?eco:b0727
39;32;succinyl-CoA synthetase beta subunit [EC:6.2.1.5];sucC;eco:b0728;eco00020;http://www.kegg.jp/dbget-bin/www_bget?eco:b0728+eco:b0729
40;34;isocitrate dehydrogenase [EC:1.1.1.42];icd;eco:b1136;eco00020;http://www.kegg.jp/dbget-bin/www_bget?eco:b1136
41;36;isocitrate dehydrogenase [EC:1.1.1.42];icd;eco:b1136;eco00020;http://www.kegg.jp/dbget-bin/www_bget?eco:b1136
42;38;fumarate hydratase, class II [EC:4.2.1.2];fumC;eco:b1611;eco00020;http://www.kegg.jp/dbget-bin/www_bget?eco:b1611+eco:b1612+eco:b4122
43;39;aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99];acnB;eco:b0118;eco00020;http://www.kegg.jp/dbget-bin/www_bget?eco:b0118+eco:b0771+eco:b1276
44;40;aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99];acnB;eco:b0118;eco00020;http://www.kegg.jp/dbget-bin/www_bget?eco:b0118+eco:b0771+eco:b1276
45;41;citrate synthase [EC:2.3.3.1];gltA;eco:b0720;eco00020;http://www.kegg.jp/dbget-bin/www_bget?eco:b0720
46;42;malate dehydrogenase [EC:1.1.1.37];mdh;eco:b3236;eco00020;http://www.kegg.jp/dbget-bin/www_bget?eco:b3236
47;75;pyruvate dehydrogenase E1 component [EC:1.2.4.1];aceE;eco:b0114;eco00020;http://www.kegg.jp/dbget-bin/www_bget?eco:b0114
48;77;pyruvate dehydrogenase E1 component [EC:1.2.4.1];aceE;eco:b0114;eco00020;http://www.kegg.jp/dbget-bin/www_bget?eco:b0114
49;80;dihydrolipoamide dehydrogenase [EC:1.8.1.4];lpd;eco:b0116;eco00020;http://www.kegg.jp/dbget-bin/www_bget?eco:b0116
50;82;pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12];aceF;eco:b0115;eco00020;http://www.kegg.jp/dbget-bin/www_bget?eco:b0115
51;86;phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49];pck;eco:b3403;eco00020;http://www.kegg.jp/dbget-bin/www_bget?eco:b3403
52;92;succinate dehydrogenase / fumarate reductase, cytochrome b subunit;sdhC;eco:b0721;eco00020;http://www.kegg.jp/dbget-bin/www_bget?eco:b0721+eco:b0722+eco:b0723+eco:b0724
53;94;malate dehydrogenase (quinone) [EC:1.1.5.4];mqo;eco:b2210;eco00020;http://www.kegg.jp/dbget-bin/www_bget?eco:b2210
54;95;succinate dehydrogenase / fumarate reductase, cytochrome b subunit;sdhC;eco:b0721;eco00020;http://www.kegg.jp/dbget-bin/www_bget?eco:b0721+eco:b0722+eco:b0723+eco:b0724+eco:b4151+eco:b4152+eco:b4153+eco:b4154
55;101;pyruvate-ferredoxin/flavodoxin oxidoreductase [EC:1.2.7.1 1.2.7.-];ydbK;eco:b1378;eco00020;http://www.kegg.jp/dbget-bin/www_bget?eco:b1378
56;36;ribose 1,5-bisphosphokinase [EC:2.7.4.23];phnN;eco:b4094;eco00030;http://www.kegg.jp/dbget-bin/www_bget?eco:b4094
57;37;glucose-6-phosphate isomerase [EC:5.3.1.9];pgi;eco:b4025;eco00030;http://www.kegg.jp/dbget-bin/www_bget?eco:b4025
58;38;2-dehydro-3-deoxyphosphogluconate aldolase / (4S)-4-hydroxy-2-oxoglutarate aldolase [EC:4.1.2.14 4.1.3.42];eda;eco:b1850;eco00030;http://www.kegg.jp/dbget-bin/www_bget?eco:b1850
59;40;ribokinase [EC:2.7.1.15];rbsK;eco:b3752;eco00030;http://www.kegg.jp/dbget-bin/www_bget?eco:b3752
60;41;phosphopentomutase [EC:5.4.2.7];deoB;eco:b4383;eco00030;http://www.kegg.jp/dbget-bin/www_bget?eco:b4383
61;42;deoxyribose-phosphate aldolase [EC:4.1.2.4];deoC;eco:b4381;eco00030;http://www.kegg.jp/dbget-bin/www_bget?eco:b4381
62;43;ribose-phosphate pyrophosphokinase [EC:2.7.6.1];prs;eco:b1207;eco00030;http://www.kegg.jp/dbget-bin/www_bget?eco:b1207
63;44;phosphopentomutase [EC:5.4.2.7];deoB;eco:b4383;eco00030;http://www.kegg.jp/dbget-bin/www_bget?eco:b4383
64;45;ribokinase [EC:2.7.1.15];rbsK;eco:b3752;eco00030;http://www.kegg.jp/dbget-bin/www_bget?eco:b3752
65;46;transketolase [EC:2.2.1.1];tktB;eco:b2465;eco00030;http://www.kegg.jp/dbget-bin/www_bget?eco:b2465+eco:b2935
66;47;ribose 5-phosphate isomerase A [EC:5.3.1.6];rpiA;eco:b2914;eco00030;http://www.kegg.jp/dbget-bin/www_bget?eco:b2914+eco:b4090
67;48;ribulose-phosphate 3-epimerase [EC:5.1.3.1];rpe;eco:b3386;eco00030;http://www.kegg.jp/dbget-bin/www_bget?eco:b3386
68;49;transketolase [EC:2.2.1.1];tktB;eco:b2465;eco00030;http://www.kegg.jp/dbget-bin/www_bget?eco:b2465+eco:b2935
69;50;fructose-bisphosphate aldolase, class I [EC:4.1.2.13];fbaB;eco:b2097;eco00030;http://www.kegg.jp/dbget-bin/www_bget?eco:b2097+eco:b2925
70;51;6-phosphofructokinase 2 [EC:2.7.1.11];pfkB;eco:b1723;eco00030;http://www.kegg.jp/dbget-bin/www_bget?eco:b1723+eco:b3916
71;52;fructose-1,6-bisphosphatase II [EC:3.1.3.11];yggF;eco:b2930;eco00030;http://www.kegg.jp/dbget-bin/www_bget?eco:b2930+eco:b3925+eco:b4232
72;53;glucose-6-phosphate isomerase [EC:5.3.1.9];pgi;eco:b4025;eco00030;http://www.kegg.jp/dbget-bin/www_bget?eco:b4025
73;56;6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343];gnd;eco:b2029;eco00030;http://www.kegg.jp/dbget-bin/www_bget?eco:b2029
74;57;6-phosphogluconolactonase [EC:3.1.1.31];pgl;eco:b0767;eco00030;http://www.kegg.jp/dbget-bin/www_bget?eco:b0767
75;58;glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363];zwf;eco:b1852;eco00030;http://www.kegg.jp/dbget-bin/www_bget?eco:b1852
76;60;2-dehydro-3-deoxygluconokinase [EC:2.7.1.45];kdgK;eco:b3526;eco00030;http://www.kegg.jp/dbget-bin/www_bget?eco:b3526
77;61;phosphogluconate dehydratase [EC:4.2.1.12];edd;eco:b1851;eco00030;http://www.kegg.jp/dbget-bin/www_bget?eco:b1851
78;62;gluconokinase [EC:2.7.1.12];gntK;eco:b3437;eco00030;http://www.kegg.jp/dbget-bin/www_bget?eco:b3437+eco:b4268
79;65;quinoprotein glucose dehydrogenase [EC:1.1.5.2];gcd;eco:b0124;eco00030;http://www.kegg.jp/dbget-bin/www_bget?eco:b0124
80;77;transaldolase [EC:2.2.1.2];talB;eco:b0008;eco00030;http://www.kegg.jp/dbget-bin/www_bget?eco:b0008+eco:b2464
81;78;phosphoglucomutase [EC:5.4.2.2];pgm;eco:b0688;eco00030;http://www.kegg.jp/dbget-bin/www_bget?eco:b0688
82;95;glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215];ghrB;eco:b3553;eco00030;http://www.kegg.jp/dbget-bin/www_bget?eco:b3553
83;156;6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343];gnd;eco:b2029;eco00030;http://www.kegg.jp/dbget-bin/www_bget?eco:b2029
84;157;glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363];zwf;eco:b1852;eco00030;http://www.kegg.jp/dbget-bin/www_bget?eco:b1852
85;64;3-dehydro-L-gulonate-6-phosphate decarboxylase [EC:4.1.1.85];sgbH;eco:b3581;eco00040;http://www.kegg.jp/dbget-bin/www_bget?eco:b3581+eco:b4196
86;65;L-xylulokinase [EC:2.7.1.53];lyxK;eco:b3580;eco00040;http://www.kegg.jp/dbget-bin/www_bget?eco:b3580
87;67;beta-glucuronidase [EC:3.2.1.31];uidA;eco:b1617;eco00040;http://www.kegg.jp/dbget-bin/www_bget?eco:b1617
88;68;L-arabinose isomerase [EC:5.3.1.4];araA;eco:b0062;eco00040;http://www.kegg.jp/dbget-bin/www_bget?eco:b0062
89;70;L-ribulokinase [EC:2.7.1.16];araB;eco:b0063;eco00040;http://www.kegg.jp/dbget-bin/www_bget?eco:b0063
90;73;L-ribulokinase [EC:2.7.1.16];araB;eco:b0063;eco00040;http://www.kegg.jp/dbget-bin/www_bget?eco:b0063
91;74;ribulose-phosphate 3-epimerase [EC:5.1.3.1];rpe;eco:b3386;eco00040;http://www.kegg.jp/dbget-bin/www_bget?eco:b3386
92;75;L-ribulose-5-phosphate 4-epimerase [EC:5.1.3.4];araD;eco:b0061;eco00040;http://www.kegg.jp/dbget-bin/www_bget?eco:b0061+eco:b3583+eco:b4198
93;78;L-ribulose-5-phosphate 3-epimerase [EC:5.1.3.22];sgbU;eco:b3582;eco00040;http://www.kegg.jp/dbget-bin/www_bget?eco:b3582+eco:b4197
94;80;xylulokinase [EC:2.7.1.17];xylB;eco:b3564;eco00040;http://www.kegg.jp/dbget-bin/www_bget?eco:b3564
95;82;2-dehydro-3-deoxy-D-pentonate aldolase [EC:4.1.2.28];yagE;eco:b0268;eco00040;http://www.kegg.jp/dbget-bin/www_bget?eco:b0268+eco:b4298
96;83;xylonate dehydratase [EC:4.2.1.82];yagF;eco:b0269;eco00040;http://www.kegg.jp/dbget-bin/www_bget?eco:b0269+eco:b4297
97;84;L-xylulokinase [EC:2.7.1.53];lyxK;eco:b3580;eco00040;http://www.kegg.jp/dbget-bin/www_bget?eco:b3580
98;87;xylose isomerase [EC:5.3.1.5];xylA;eco:b3565;eco00040;http://www.kegg.jp/dbget-bin/www_bget?eco:b3565
99;96;UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9];galU;eco:b1236;eco00040;http://www.kegg.jp/dbget-bin/www_bget?eco:b1236+eco:b2042
100;98;UDPglucose 6-dehydrogenase [EC:1.1.1.22];ugd;eco:b2028;eco00040;http://www.kegg.jp/dbget-bin/www_bget?eco:b2028
101;102;glucuronate isomerase [EC:5.3.1.12];uxaC;eco:b3092;eco00040;http://www.kegg.jp/dbget-bin/www_bget?eco:b3092
102;103;fructuronate reductase [EC:1.1.1.57];uxuB;eco:b4323;eco00040;http://www.kegg.jp/dbget-bin/www_bget?eco:b4323
103;104;mannonate dehydratase [EC:4.2.1.8];rspA;eco:b1581;eco00040;http://www.kegg.jp/dbget-bin/www_bget?eco:b1581+eco:b4322
104;105;altronate hydrolase [EC:4.2.1.7];uxaA;eco:b3091;eco00040;http://www.kegg.jp/dbget-bin/www_bget?eco:b3091
105;106;glucuronate isomerase [EC:5.3.1.12];uxaC;eco:b3092;eco00040;http://www.kegg.jp/dbget-bin/www_bget?eco:b3092
106;107;tagaturonate reductase [EC:1.1.1.58];uxaB;eco:b1521;eco00040;http://www.kegg.jp/dbget-bin/www_bget?eco:b1521
107;119;3-dehydro-L-gulonate 2-dehydrogenase [EC:1.1.1.130];yiaK;eco:b3575;eco00040;http://www.kegg.jp/dbget-bin/www_bget?eco:b3575
108;122;pectinesterase [EC:3.1.1.11];ybhC;eco:b0772;eco00040;http://www.kegg.jp/dbget-bin/www_bget?eco:b0772
109;125;4-deoxy-L-threo-5-hexosulose-uronate ketol-isomerase [EC:5.3.1.17];kduI;eco:b2843;eco00040;http://www.kegg.jp/dbget-bin/www_bget?eco:b2843
110;126;2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127];kduD;eco:b2842;eco00040;http://www.kegg.jp/dbget-bin/www_bget?eco:b2842
111;127;rhamnulokinase [EC:2.7.1.5];rhaB;eco:b3904;eco00040;http://www.kegg.jp/dbget-bin/www_bget?eco:b3904
112;128;rhamnulose-1-phosphate aldolase [EC:4.1.2.19];rhaD;eco:b3902;eco00040;http://www.kegg.jp/dbget-bin/www_bget?eco:b3902
113;199;L-gulonate 5-dehydrogenase [EC:1.1.1.380];rspB;eco:b1580;eco00040;http://www.kegg.jp/dbget-bin/www_bget?eco:b1580
114;54;fructose PTS system EIIBC or EIIC component [EC:2.7.1.202];fruA;eco:b2167;eco00051;http://www.kegg.jp/dbget-bin/www_bget?eco:b2167+eco:b2169
115;59;xylose isomerase [EC:5.3.1.5];xylA;eco:b3565;eco00051;http://www.kegg.jp/dbget-bin/www_bget?eco:b3565
116;67;mannitol PTS system EIICBA or EIICB component [EC:2.7.1.197];cmtA;eco:b2933;eco00051;http://www.kegg.jp/dbget-bin/www_bget?eco:b2933+eco:b2934+eco:b3599
117;72;mannose PTS system EIIAB component [EC:2.7.1.191];manX;eco:b1817;eco00051;http://www.kegg.jp/dbget-bin/www_bget?eco:b1817+eco:b1818+eco:b1819
118;74;fructokinase [EC:2.7.1.4];mak;eco:b0394;eco00051;http://www.kegg.jp/dbget-bin/www_bget?eco:b0394
119;77;mannitol-1-phosphate 5-dehydrogenase [EC:1.1.1.17];mtlD;eco:b3600;eco00051;http://www.kegg.jp/dbget-bin/www_bget?eco:b3600
120;78;mannose-6-phosphate isomerase [EC:5.3.1.8];manA;eco:b1613;eco00051;http://www.kegg.jp/dbget-bin/www_bget?eco:b1613
121;79;phosphomannomutase [EC:5.4.2.8];cpsG;eco:b2048;eco00051;http://www.kegg.jp/dbget-bin/www_bget?eco:b2048
122;82;GDP-L-fucose synthase [EC:1.1.1.271];fcl;eco:b2052;eco00051;http://www.kegg.jp/dbget-bin/www_bget?eco:b2052
123;83;GDPmannose 4,6-dehydratase [EC:4.2.1.47];gmd;eco:b2053;eco00051;http://www.kegg.jp/dbget-bin/www_bget?eco:b2053
124;84;mannose-1-phosphate guanylyltransferase [EC:2.7.7.13];cpsB;eco:b2049;eco00051;http://www.kegg.jp/dbget-bin/www_bget?eco:b2049
125;86;sorbitol-6-phosphate 2-dehydrogenase [EC:1.1.1.140];srlD;eco:b2705;eco00051;http://www.kegg.jp/dbget-bin/www_bget?eco:b2705
126;87;glucitol/sorbitol PTS system EIIC component;srlA;eco:b2702;eco00051;http://www.kegg.jp/dbget-bin/www_bget?eco:b2702+eco:b2703+eco:b2704
127;88;6-phosphofructokinase 2 [EC:2.7.1.11];pfkB;eco:b1723;eco00051;http://www.kegg.jp/dbget-bin/www_bget?eco:b1723+eco:b3916
128;92;1-phosphofructokinase [EC:2.7.1.56];fruK;eco:b2168;eco00051;http://www.kegg.jp/dbget-bin/www_bget?eco:b2168
129;93;triosephosphate isomerase (TIM) [EC:5.3.1.1];tpiA;eco:b3919;eco00051;http://www.kegg.jp/dbget-bin/www_bget?eco:b3919
130;94;fructose-bisphosphate aldolase, class I [EC:4.1.2.13];fbaB;eco:b2097;eco00051;http://www.kegg.jp/dbget-bin/www_bget?eco:b2097+eco:b2925
131;96;fructose-bisphosphate aldolase, class I [EC:4.1.2.13];fbaB;eco:b2097;eco00051;http://www.kegg.jp/dbget-bin/www_bget?eco:b2097+eco:b2925
132;98;L-rhamnose isomerase [EC:5.3.1.14];rhaA;eco:b3903;eco00051;http://www.kegg.jp/dbget-bin/www_bget?eco:b3903
133;99;rhamnulokinase [EC:2.7.1.5];rhaB;eco:b3904;eco00051;http://www.kegg.jp/dbget-bin/www_bget?eco:b3904
134;101;rhamnulose-1-phosphate aldolase [EC:4.1.2.19];rhaD;eco:b3902;eco00051;http://www.kegg.jp/dbget-bin/www_bget?eco:b3902
135;103;L-rhamnonate dehydratase [EC:4.2.1.90];rhmD;eco:b2247;eco00051;http://www.kegg.jp/dbget-bin/www_bget?eco:b2247
136;104;2-dehydro-3-deoxy-L-rhamnonate aldolase [EC:4.1.2.53];yfaU;eco:b2245;eco00051;http://www.kegg.jp/dbget-bin/www_bget?eco:b2245
137;105;fructose-1,6-bisphosphatase II [EC:3.1.3.11];yggF;eco:b2930;eco00051;http://www.kegg.jp/dbget-bin/www_bget?eco:b2930+eco:b3925+eco:b4232
138;115;L-sorbose 1-phosphate reductase [EC:1.1.1.-];yggP;eco:b4465;eco00051;http://www.kegg.jp/dbget-bin/www_bget?eco:b4465
139;166;L-fuculokinase [EC:2.7.1.51];fucK;eco:b2803;eco00051;http://www.kegg.jp/dbget-bin/www_bget?eco:b2803
140;167;L-fuculose-phosphate aldolase [EC:4.1.2.17];fucA;eco:b2800;eco00051;http://www.kegg.jp/dbget-bin/www_bget?eco:b2800
141;168;L-fucose/D-arabinose isomerase [EC:5.3.1.25 5.3.1.3];fucI;eco:b2802;eco00051;http://www.kegg.jp/dbget-bin/www_bget?eco:b2802
142;184;D-allulose-6-phosphate 3-epimerase [EC:5.1.3.-];alsE;eco:b4085;eco00051;http://www.kegg.jp/dbget-bin/www_bget?eco:b4085
143;187;ribose 5-phosphate isomerase B [EC:5.3.1.6];rpiB;eco:b4090;eco00051;http://www.kegg.jp/dbget-bin/www_bget?eco:b4090
144;189;allose kinase [EC:2.7.1.55];alsK;eco:b4084;eco00051;http://www.kegg.jp/dbget-bin/www_bget?eco:b4084
145;214;mannosyl-3-phosphoglycerate phosphatase [EC:3.1.3.70];yedP;eco:b1955;eco00051;http://www.kegg.jp/dbget-bin/www_bget?eco:b1955
146;53;galactitol-1-phosphate 5-dehydrogenase [EC:1.1.1.251];gatD;eco:b2091;eco00052;http://www.kegg.jp/dbget-bin/www_bget?eco:b2091
147;54;galactitol PTS system EIIB component [EC:2.7.1.200];gatB;eco:b2093;eco00052;http://www.kegg.jp/dbget-bin/www_bget?eco:b2093+eco:b2094+eco:b4302+eco:b4304+eco:b4565
148;55;alpha-galactosidase [EC:3.2.1.22];melA;eco:b4119;eco00052;http://www.kegg.jp/dbget-bin/www_bget?eco:b4119
149;57;6-phosphofructokinase 2 [EC:2.7.1.11];pfkB;eco:b1723;eco00052;http://www.kegg.jp/dbget-bin/www_bget?eco:b1723+eco:b3916
150;58;D-tagatose-1,6-bisphosphate aldolase subunit GatZ/KbaZ;gatZ;eco:b2095;eco00052;http://www.kegg.jp/dbget-bin/www_bget?eco:b2095+eco:b2096+eco:b3132+eco:b3137
151;59;2-dehydro-3-deoxyphosphogalactonate aldolase [EC:4.1.2.21];dgoA;eco:b4477;eco00052;http://www.kegg.jp/dbget-bin/www_bget?eco:b4477
152;61;alpha-galactosidase [EC:3.2.1.22];melA;eco:b4119;eco00052;http://www.kegg.jp/dbget-bin/www_bget?eco:b4119
153;64;alpha-glucosidase [EC:3.2.1.20];malZ;eco:b0403;eco00052;http://www.kegg.jp/dbget-bin/www_bget?eco:b0403
154;65;alpha-galactosidase [EC:3.2.1.22];melA;eco:b4119;eco00052;http://www.kegg.jp/dbget-bin/www_bget?eco:b4119
155;69;alpha-galactosidase [EC:3.2.1.22];melA;eco:b4119;eco00052;http://www.kegg.jp/dbget-bin/www_bget?eco:b4119
156;70;alpha-galactosidase [EC:3.2.1.22];melA;eco:b4119;eco00052;http://www.kegg.jp/dbget-bin/www_bget?eco:b4119
157;71;alpha-galactosidase [EC:3.2.1.22];melA;eco:b4119;eco00052;http://www.kegg.jp/dbget-bin/www_bget?eco:b4119
158;72;alpha-galactosidase [EC:3.2.1.22];melA;eco:b4119;eco00052;http://www.kegg.jp/dbget-bin/www_bget?eco:b4119
159;73;glucokinase [EC:2.7.1.2];glk;eco:b2388;eco00052;http://www.kegg.jp/dbget-bin/www_bget?eco:b2388
160;76;beta-galactosidase [EC:3.2.1.23];lacZ;eco:b0344;eco00052;http://www.kegg.jp/dbget-bin/www_bget?eco:b0344+eco:b3076+eco:b3077
161;77;phosphoglucomutase [EC:5.4.2.2];pgm;eco:b0688;eco00052;http://www.kegg.jp/dbget-bin/www_bget?eco:b0688
162;79;UDP-glucose 4-epimerase [EC:5.1.3.2];galE;eco:b0759;eco00052;http://www.kegg.jp/dbget-bin/www_bget?eco:b0759
163;80;UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9];galU;eco:b1236;eco00052;http://www.kegg.jp/dbget-bin/www_bget?eco:b1236+eco:b2042
164;82;UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12];galT;eco:b0758;eco00052;http://www.kegg.jp/dbget-bin/www_bget?eco:b0758
165;83;2-dehydro-3-deoxygalactonokinase [EC:2.7.1.58];dgoK;eco:b3693;eco00052;http://www.kegg.jp/dbget-bin/www_bget?eco:b3693
166;84;galactonate dehydratase [EC:4.2.1.6];dgoD;eco:b4478;eco00052;http://www.kegg.jp/dbget-bin/www_bget?eco:b4478
167;94;beta-galactosidase [EC:3.2.1.23];lacZ;eco:b0344;eco00052;http://www.kegg.jp/dbget-bin/www_bget?eco:b0344
168;101;N-acetylgalactosamine PTS system EIIB component [EC:2.7.1.-];agaV;eco:b3133;eco00052;http://www.kegg.jp/dbget-bin/www_bget?eco:b3133
169;103;galactosamine-6-phosphate isomerase [EC:5.3.1.-];agaI;eco:b3141;eco00052;http://www.kegg.jp/dbget-bin/www_bget?eco:b3141
170;110;galactosamine PTS system EIIB component [EC:2.7.1.-];agaB;eco:b3138;eco00052;http://www.kegg.jp/dbget-bin/www_bget?eco:b3138+eco:b3139+eco:b3140
171;111;alpha-galactosidase [EC:3.2.1.22];melA;eco:b4119;eco00052;http://www.kegg.jp/dbget-bin/www_bget?eco:b4119
