;n;enzima;gen;nob_Keeg;path;link
13;62;glucose-6-phosphate isomerase [EC:5.3.1.9];PGI;lma:LMJF_12_0530;lma00010;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_12_0530
14;63;phosphoglucomutase [EC:5.4.2.2];(RefSeq);lma:LMJF_21_0640;lma00010;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_21_0640+lma:LMJF_34_3780
15;64;glucose-6-phosphate isomerase [EC:5.3.1.9];PGI;lma:LMJF_12_0530;lma00010;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_12_0530
16;65;hexokinase [EC:2.7.1.1];(RefSeq);lma:LMJF_21_0240;lma00010;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_21_0240+lma:LMJF_21_0250
17;66;glucokinase [EC:2.7.1.2];(RefSeq);lma:LMJF_36_2320;lma00010;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_36_2320
18;67;glucose-6-phosphate isomerase [EC:5.3.1.9];PGI;lma:LMJF_12_0530;lma00010;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_12_0530
19;68;glucose-6-phosphate 1-epimerase [EC:5.1.3.15];(RefSeq);lma:LMJF_34_3380;lma00010;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_34_3380
20;69;aldose 1-epimerase [EC:5.1.3.3];(RefSeq);lma:LMJF_23_0430;lma00010;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_23_0430+lma:LMJF_35_0970+lma:LMJF_35_0980
21;70;glucokinase [EC:2.7.1.2];(RefSeq);lma:LMJF_36_2320;lma00010;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_36_2320
22;71;hexokinase [EC:2.7.1.1];(RefSeq);lma:LMJF_21_0240;lma00010;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_21_0240+lma:LMJF_21_0250
23;75;dihydrolipoamide dehydrogenase [EC:1.8.1.4];GCVL-1;lma:LMJF_29_1830;lma00010;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_29_1830+lma:LMJF_31_2640+lma:LMJF_31_2650+lma:LMJF_32_3310
24;76;phosphoglycerate kinase [EC:2.7.2.3];PGKC;lma:LMJF_20_0100;lma00010;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_20_0100+lma:LMJF_20_0110+lma:LMJF_30_3380
25;116;phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49];(RefSeq);lma:LMJF_27_1805;lma00010;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_27_1805+lma:LMJF_27_1810
26;131;acetyl-CoA synthetase [EC:6.2.1.1];(RefSeq);lma:LMJF_23_0540;lma00010;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_23_0540+lma:LMJF_23_0710
27;137;2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.12];PGAM;lma:LMJF_36_6650;lma00010;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_36_6650
28;28;dihydrolipoamide dehydrogenase [EC:1.8.1.4];GCVL-1;lma:LMJF_29_1830;lma00020;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_29_1830+lma:LMJF_31_2640+lma:LMJF_31_2650+lma:LMJF_32_3310
29;29;2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2];(RefSeq);lma:LMJF_27_0880;lma00020;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_27_0880+lma:LMJF_36_3470
30;30;2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2];(RefSeq);lma:LMJF_27_0880;lma00020;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_27_0880+lma:LMJF_36_3470
31;31;2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61];(RefSeq);lma:LMJF_28_2420;lma00020;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_28_2420
32;32;succinyl-CoA synthetase alpha subunit [EC:6.2.1.4 6.2.1.5];(RefSeq);lma:LMJF_25_2130;lma00020;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_25_2130+lma:LMJF_25_2140+lma:LMJF_36_2950
33;33;succinyl-CoA synthetase alpha subunit [EC:6.2.1.4 6.2.1.5];(RefSeq);lma:LMJF_25_2130;lma00020;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_25_2130+lma:LMJF_25_2140+lma:LMJF_36_2950
34;34;isocitrate dehydrogenase [EC:1.1.1.42];(RefSeq);lma:LMJF_10_0290;lma00020;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_10_0290+lma:LMJF_33_2550
35;36;isocitrate dehydrogenase [EC:1.1.1.42];(RefSeq);lma:LMJF_10_0290;lma00020;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_10_0290+lma:LMJF_33_2550
36;38;fumarate hydratase, class I [EC:4.2.1.2];(RefSeq);lma:LMJF_24_0320;lma00020;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_24_0320+lma:LMJF_29_1960
37;39;aconitate hydratase [EC:4.2.1.3];(RefSeq);lma:LMJF_18_0510;lma00020;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_18_0510
38;40;aconitate hydratase [EC:4.2.1.3];(RefSeq);lma:LMJF_18_0510;lma00020;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_18_0510
39;41;citrate synthase [EC:2.3.3.1];(RefSeq);lma:LMJF_18_0670;lma00020;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_18_0670+lma:LMJF_18_0680
40;42;malate dehydrogenase [EC:1.1.1.37];gMDH;lma:LMJF_19_0710;lma00020;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_19_0710+lma:LMJF_28_2860+lma:LMJF_34_0130+lma:LMJF_34_0140+lma:LMJF_34_0150+lma:LMJF_34_0160
41;75;pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1];(RefSeq);lma:LMJF_18_1380;lma00020;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_18_1380+lma:LMJF_25_1710
42;77;pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1];(RefSeq);lma:LMJF_18_1380;lma00020;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_18_1380+lma:LMJF_25_1710
43;80;dihydrolipoamide dehydrogenase [EC:1.8.1.4];GCVL-1;lma:LMJF_29_1830;lma00020;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_29_1830+lma:LMJF_31_2640+lma:LMJF_31_2650+lma:LMJF_32_3310
44;82;pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12];(RefSeq);lma:LMJF_21_0550;lma00020;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_21_0550+lma:LMJF_36_2660
45;86;phosphoenolpyruvate carboxykinase (ATP) [EC:4.1.1.49];(RefSeq);lma:LMJF_27_1805;lma00020;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_27_1805+lma:LMJF_27_1810
46;92;succinate dehydrogenase (ubiquinone) flavoprotein subunit [EC:1.3.5.1];(RefSeq);lma:LMJF_24_1630;lma00020;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_24_1630
47;37;glucose-6-phosphate isomerase [EC:5.3.1.9];PGI;lma:LMJF_12_0530;lma00030;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_12_0530
48;40;ribokinase [EC:2.7.1.15];(RefSeq);lma:LMJF_27_0420;lma00030;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_27_0420
49;42;deoxyribose-phosphate aldolase [EC:4.1.2.4];(RefSeq);lma:LMJF_06_1070;lma00030;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_06_1070
50;43;ribose-phosphate pyrophosphokinase [EC:2.7.6.1];(RefSeq);lma:LMJF_08_0510;lma00030;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_08_0510+lma:LMJF_08_1130+lma:LMJF_33_1930+lma:LMJF_36_5390
51;45;ribokinase [EC:2.7.1.15];(RefSeq);lma:LMJF_27_0420;lma00030;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_27_0420
52;46;transketolase [EC:2.2.1.1];(RefSeq);lma:LMJF_24_2060;lma00030;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_24_2060
53;47;ribose 5-phosphate isomerase B [EC:5.3.1.6];(RefSeq);lma:LMJF_28_1970;lma00030;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_28_1970
54;48;ribulose-phosphate 3-epimerase [EC:5.1.3.1];(RefSeq);lma:LMJF_33_1570;lma00030;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_33_1570+lma:LMJF_35_3680
55;49;transketolase [EC:2.2.1.1];(RefSeq);lma:LMJF_24_2060;lma00030;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_24_2060
56;50;fructose-bisphosphate aldolase, class I [EC:4.1.2.13];ALD;lma:LMJF_36_1260;lma00030;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_36_1260
57;51;6-phosphofructokinase 1 [EC:2.7.1.11];(RefSeq);lma:LMJF_29_2510;lma00030;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_29_2510
58;52;fructose-1,6-bisphosphatase I [EC:3.1.3.11];FBP;lma:LMJF_04_1160;lma00030;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_04_1160
59;53;glucose-6-phosphate isomerase [EC:5.3.1.9];PGI;lma:LMJF_12_0530;lma00030;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_12_0530
60;56;6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343];(RefSeq);lma:LMJF_35_3340;lma00030;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_35_3340
61;58;glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363];G6PD;lma:LMJF_34_0080;lma00030;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_34_0080
62;77;transaldolase [EC:2.2.1.2];(RefSeq);lma:LMJF_16_0760;lma00030;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_16_0760
63;78;phosphoglucomutase [EC:5.4.2.2];(RefSeq);lma:LMJF_21_0640;lma00030;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_21_0640+lma:LMJF_34_3780
64;156;6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343];(RefSeq);lma:LMJF_35_3340;lma00030;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_35_3340
65;157;glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363];G6PD;lma:LMJF_34_0080;lma00030;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_34_0080
66;74;L-ribulokinase [EC:2.7.1.16];(RefSeq);lma:LMJF_36_0060;lma00040;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_36_0060
67;77;L-ribulokinase [EC:2.7.1.16];(RefSeq);lma:LMJF_36_0060;lma00040;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_36_0060
68;78;ribulose-phosphate 3-epimerase [EC:5.1.3.1];(RefSeq);lma:LMJF_33_1570;lma00040;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_33_1570+lma:LMJF_35_3680
69;84;xylulokinase [EC:2.7.1.17];(RefSeq);lma:LMJF_36_0260;lma00040;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_36_0260
70;100;UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9];(RefSeq);lma:LMJF_18_0990;lma00040;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_18_0990
71;105;UDP-sugar pyrophosphorylase [EC:2.7.7.64];USP;lma:LMJF_17_1160;lma00040;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_17_1160
72;216;alcohol dehydrogenase (NADP+) [EC:1.1.1.2];(RefSeq);lma:LMJF_23_0360;lma00040;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_23_0360
73;70;hexokinase [EC:2.7.1.1];(RefSeq);lma:LMJF_21_0240;lma00051;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_21_0240+lma:LMJF_21_0250
74;73;hexokinase [EC:2.7.1.1];(RefSeq);lma:LMJF_21_0240;lma00051;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_21_0240+lma:LMJF_21_0250
75;78;mannose-6-phosphate isomerase [EC:5.3.1.8];PMI;lma:LMJF_32_1580;lma00051;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_32_1580
76;79;phosphomannomutase [EC:5.4.2.8];PMM;lma:LMJF_36_1960;lma00051;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_36_1960
77;84;mannose-1-phosphate guanylyltransferase [EC:2.7.7.13];GDPMP;lma:LMJF_23_0110;lma00051;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_23_0110
78;88;6-phosphofructokinase 1 [EC:2.7.1.11];(RefSeq);lma:LMJF_29_2510;lma00051;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_29_2510
79;93;triosephosphate isomerase (TIM) [EC:5.3.1.1];(RefSeq);lma:LMJF_24_0850;lma00051;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_24_0850
80;94;fructose-bisphosphate aldolase, class I [EC:4.1.2.13];ALD;lma:LMJF_36_1260;lma00051;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_36_1260
81;95;triose/dihydroxyacetone kinase / FAD-AMP lyase (cyclizing) [EC:2.7.1.28 2.7.1.29 4.6.1.15];(RefSeq);lma:LMJF_10_0420;lma00051;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_10_0420
82;96;fructose-bisphosphate aldolase, class I [EC:4.1.2.13];ALD;lma:LMJF_36_1260;lma00051;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_36_1260
83;105;fructose-1,6-bisphosphatase I [EC:3.1.3.11];FBP;lma:LMJF_04_1160;lma00051;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_04_1160
84;117;fucokinase [EC:2.7.1.52];(RefSeq);lma:LMJF_16_0440;lma00051;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_16_0440+lma:LMJF_16_0480
85;187;ribose 5-phosphate isomerase B [EC:5.3.1.6];(RefSeq);lma:LMJF_28_1970;lma00051;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_28_1970
86;57;6-phosphofructokinase 1 [EC:2.7.1.11];(RefSeq);lma:LMJF_29_2510;lma00052;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_29_2510
87;62;beta-fructofuranosidase [EC:3.2.1.26];(RefSeq);lma:LMJF_23_0870;lma00052;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_23_0870+lma:LMJF_23_0880+lma:LMJF_27_2340
88;66;beta-fructofuranosidase [EC:3.2.1.26];(RefSeq);lma:LMJF_23_0870;lma00052;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_23_0870+lma:LMJF_23_0880+lma:LMJF_27_2340
89;73;glucokinase [EC:2.7.1.2];(RefSeq);lma:LMJF_36_2320;lma00052;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_36_2320
90;74;hexokinase [EC:2.7.1.1];(RefSeq);lma:LMJF_21_0240;lma00052;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_21_0240+lma:LMJF_21_0250
91;77;phosphoglucomutase [EC:5.4.2.2];(RefSeq);lma:LMJF_21_0640;lma00052;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_21_0640+lma:LMJF_34_3780
92;79;UDP-glucose 4-epimerase [EC:5.1.3.2];(RefSeq);lma:LMJF_33_2300;lma00052;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_33_2300
93;80;UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9];(RefSeq);lma:LMJF_18_0990;lma00052;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_18_0990
94;171;galactokinase [EC:2.7.1.6];(RefSeq);lma:LMJF_35_2740;lma00052;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_35_2740
95;172;aldose 1-epimerase [EC:5.1.3.3];(RefSeq);lma:LMJF_23_0430;lma00052;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_23_0430+lma:LMJF_35_0970+lma:LMJF_35_0980
96;176;UDP-sugar pyrophosphorylase [EC:2.7.7.64];USP;lma:LMJF_17_1160;lma00052;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_17_1160
97;70;UDP-sugar pyrophosphorylase [EC:2.7.7.64];USP;lma:LMJF_17_1160;lma00053;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_17_1160
98;73;aldehyde dehydrogenase (NAD+) [EC:1.2.1.3];ALDH2;lma:LMJF_25_1120;lma00053;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_25_1120
99;123;L-gulonolactone oxidase [EC:1.1.3.8];(RefSeq);lma:LMJF_17_1360;lma00053;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_17_1360
100;144;L-ascorbate peroxidase [EC:1.11.1.11];APX;lma:LMJF_34_0070;lma00053;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_34_0070
101;169;L-gulonolactone oxidase [EC:1.1.3.8];(RefSeq);lma:LMJF_17_1360;lma00053;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_17_1360
102;24;enoyl-[acyl-carrier protein] reductase II [EC:1.3.1.9];(RefSeq);lma:LMJF_34_0610;lma00061;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_34_0610
103;25;enoyl-[acyl-carrier protein] reductase II [EC:1.3.1.9];(RefSeq);lma:LMJF_34_0610;lma00061;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_34_0610
104;26;enoyl-[acyl-carrier protein] reductase II [EC:1.3.1.9];(RefSeq);lma:LMJF_34_0610;lma00061;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_34_0610
105;27;enoyl-[acyl-carrier protein] reductase II [EC:1.3.1.9];(RefSeq);lma:LMJF_34_0610;lma00061;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_34_0610
106;28;enoyl-[acyl-carrier protein] reductase II [EC:1.3.1.9];(RefSeq);lma:LMJF_34_0610;lma00061;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_34_0610
107;29;enoyl-[acyl-carrier protein] reductase II [EC:1.3.1.9];(RefSeq);lma:LMJF_34_0610;lma00061;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_34_0610
108;57;enoyl-[acyl-carrier protein] reductase II [EC:1.3.1.9];(RefSeq);lma:LMJF_34_0610;lma00061;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_34_0610
109;59;3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179];(RefSeq);lma:LMJF_33_2720;lma00061;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_33_2720
110;60;3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100];KAR1;lma:LMJF_27_2440;lma00061;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_27_2440
111;64;3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179];(RefSeq);lma:LMJF_33_2720;lma00061;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_33_2720
112;65;3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179];(RefSeq);lma:LMJF_33_2720;lma00061;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_33_2720
113;66;3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179];(RefSeq);lma:LMJF_33_2720;lma00061;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_33_2720
114;67;3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179];(RefSeq);lma:LMJF_33_2720;lma00061;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_33_2720
115;68;3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179];(RefSeq);lma:LMJF_33_2720;lma00061;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_33_2720
116;69;3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179];(RefSeq);lma:LMJF_33_2720;lma00061;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_33_2720
117;81;3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100];KAR1;lma:LMJF_27_2440;lma00061;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_27_2440
118;92;3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100];KAR1;lma:LMJF_27_2440;lma00061;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_27_2440
119;103;3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100];KAR1;lma:LMJF_27_2440;lma00061;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_27_2440
120;114;3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100];KAR1;lma:LMJF_27_2440;lma00061;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_27_2440
121;125;3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100];KAR1;lma:LMJF_27_2440;lma00061;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_27_2440
122;136;3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100];KAR1;lma:LMJF_27_2440;lma00061;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_27_2440
123;148;3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100];KAR1;lma:LMJF_27_2440;lma00061;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_27_2440
124;159;acetyl-CoA carboxylase / biotin carboxylase 1 [EC:6.4.1.2 6.3.4.14 2.1.3.15];(RefSeq);lma:LMJF_31_2970;lma00061;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_31_2970
125;263;enoyl-[acyl-carrier protein] reductase II [EC:1.3.1.9];(RefSeq);lma:LMJF_34_0610;lma00061;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_34_0610
126;265;3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179];(RefSeq);lma:LMJF_33_2720;lma00061;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_33_2720
127;301;long-chain acyl-CoA synthetase [EC:6.2.1.3];(RefSeq);lma:LMJF_01_0470;lma00061;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_01_0470+lma:LMJF_01_0490+lma:LMJF_01_0500+lma:LMJF_01_0520+lma:LMJF_01_0530+lma:LMJF_03_0230+lma:LMJF_13_0420
128;348;3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100];KAR1;lma:LMJF_27_2440;lma00061;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_27_2440
129;369;enoyl-[acyl-carrier protein] reductase II [EC:1.3.1.9];(RefSeq);lma:LMJF_34_0610;lma00061;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_34_0610
130;384;3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179];(RefSeq);lma:LMJF_33_2720;lma00061;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_33_2720
131;388;long-chain acyl-CoA synthetase [EC:6.2.1.3];(RefSeq);lma:LMJF_01_0470;lma00061;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_01_0470+lma:LMJF_01_0490+lma:LMJF_01_0500+lma:LMJF_01_0520+lma:LMJF_01_0530+lma:LMJF_03_0230+lma:LMJF_13_0420
132;395;long-chain acyl-CoA synthetase [EC:6.2.1.3];(RefSeq);lma:LMJF_01_0470;lma00061;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_01_0470+lma:LMJF_01_0490+lma:LMJF_01_0500+lma:LMJF_01_0520+lma:LMJF_01_0530+lma:LMJF_03_0230+lma:LMJF_13_0420
133;403;3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100];KAR1;lma:LMJF_27_2440;lma00061;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_27_2440
134;406;3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179];(RefSeq);lma:LMJF_33_2720;lma00061;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_33_2720
135;409;3-oxoacyl-[acyl-carrier-protein] synthase II [EC:2.3.1.179];(RefSeq);lma:LMJF_33_2720;lma00061;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_33_2720
136;410;acetyl-CoA carboxylase / biotin carboxylase 1 [EC:6.4.1.2 6.3.4.14 2.1.3.15];(RefSeq);lma:LMJF_31_2970;lma00061;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_31_2970
137;411;acetyl-CoA carboxylase / biotin carboxylase 1 [EC:6.4.1.2 6.3.4.14 2.1.3.15];(RefSeq);lma:LMJF_31_2970;lma00061;http://www.kegg.jp/dbget-bin/www_bget?lma:LMJF_31_2970
