;n;enzima;gen;nob_Keeg;path;link
18;63;phosphoglucomutase / phosphopentomutase [EC:5.4.2.2 5.4.2.7];Pgm2b;dme:Dmel_CG10202;dme00010;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG10202+dme:Dmel_CG5165+dme:Dmel_CG8073
19;64;glucose-6-phosphate isomerase [EC:5.3.1.9];Pgi;dme:Dmel_CG8251;dme00010;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG8251
20;65;hexokinase [EC:2.7.1.1];Hex-A;dme:Dmel_CG3001;dme00010;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG3001+dme:Dmel_CG32849+dme:Dmel_CG33102+dme:Dmel_CG8094
21;67;glucose-6-phosphate isomerase [EC:5.3.1.9];Pgi;dme:Dmel_CG8251;dme00010;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG8251
22;68;glucose-6-phosphate 1-epimerase [EC:5.1.3.15];CG9008;dme:Dmel_CG9008;dme00010;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG9008
23;69;aldose 1-epimerase [EC:5.1.3.3];CG10467;dme:Dmel_CG10467;dme00010;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG10467+dme:Dmel_CG10996+dme:Dmel_CG32444+dme:Dmel_CG32445+dme:Dmel_CG4988
24;71;hexokinase [EC:2.7.1.1];Hex-A;dme:Dmel_CG3001;dme00010;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG3001+dme:Dmel_CG32849+dme:Dmel_CG33102+dme:Dmel_CG8094
25;72;glucose-6-phosphatase [EC:3.1.3.9];G6P;dme:Dmel_CG15400;dme00010;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG15400
26;75;dihydrolipoamide dehydrogenase [EC:1.8.1.4];CG7430;dme:Dmel_CG7430;dme00010;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG7430
27;76;phosphoglycerate kinase [EC:2.7.2.3];Pgk;dme:Dmel_CG3127;dme00010;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG3127+dme:Dmel_CG9961
28;112;phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32];Pepck2;dme:Dmel_CG10924;dme00010;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG10924+dme:Dmel_CG17725
29;131;acetyl-CoA synthetase [EC:6.2.1.1];AcCoAS;dme:Dmel_CG9390;dme00010;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG9390
30;133;ADP-dependent glucokinase [EC:2.7.1.147];CG6650;dme:Dmel_CG6650;dme00010;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG6650
31;134;ADP-dependent glucokinase [EC:2.7.1.147];CG6650;dme:Dmel_CG6650;dme00010;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG6650
32;140;multiple inositol-polyphosphate phosphatase / 2,3-bisphosphoglycerate 3-phosphatase [EC:3.1.3.62 3.1.3.80];Mipp1;dme:Dmel_CG4123;dme00010;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG4123+dme:Dmel_CG4317
33;28;dihydrolipoamide dehydrogenase [EC:1.8.1.4];CG7430;dme:Dmel_CG7430;dme00020;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG7430
34;29;2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2];Nc73EF;dme:Dmel_CG11661;dme00020;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG11661+dme:Dmel_CG33791
35;30;2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2];Nc73EF;dme:Dmel_CG11661;dme00020;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG11661+dme:Dmel_CG33791
36;31;2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase) [EC:2.3.1.61];CG5214;dme:Dmel_CG5214;dme00020;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG5214
37;32;succinyl-CoA synthetase beta subunit [EC:6.2.1.4 6.2.1.5];ScsbetaG;dme:Dmel_CG10622;dme00020;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG10622+dme:Dmel_CG1065+dme:Dmel_CG11963+dme:Dmel_CG6255
38;33;succinyl-CoA synthetase beta subunit [EC:6.2.1.4 6.2.1.5];ScsbetaG;dme:Dmel_CG10622;dme00020;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG10622+dme:Dmel_CG1065+dme:Dmel_CG11963+dme:Dmel_CG6255
39;34;isocitrate dehydrogenase [EC:1.1.1.42];Idh;dme:Dmel_CG7176;dme00020;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG7176
40;35;isocitrate dehydrogenase (NAD+) [EC:1.1.1.41];Idh3a;dme:Dmel_CG12233;dme00020;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG12233+dme:Dmel_CG32026+dme:Dmel_CG3483+dme:Dmel_CG5028+dme:Dmel_CG6439
41;36;isocitrate dehydrogenase [EC:1.1.1.42];Idh;dme:Dmel_CG7176;dme00020;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG7176
42;37;ATP citrate (pro-S)-lyase [EC:2.3.3.8];ATPCL;dme:Dmel_CG8322;dme00020;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG8322
43;38;fumarate hydratase, class II [EC:4.2.1.2];Fum4;dme:Dmel_CG31874;dme00020;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG31874+dme:Dmel_CG4094+dme:Dmel_CG4095+dme:Dmel_CG6140
44;39;aconitate hydratase [EC:4.2.1.3];mAcon2;dme:Dmel_CG4706;dme00020;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG4706+dme:Dmel_CG4900+dme:Dmel_CG6342+dme:Dmel_CG9244
45;40;aconitate hydratase [EC:4.2.1.3];mAcon2;dme:Dmel_CG4706;dme00020;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG4706+dme:Dmel_CG4900+dme:Dmel_CG6342+dme:Dmel_CG9244
46;41;citrate synthase [EC:2.3.3.1];CG14740;dme:Dmel_CG14740;dme00020;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG14740+dme:Dmel_CG3861
47;42;malate dehydrogenase [EC:1.1.1.37];CG10748;dme:Dmel_CG10748;dme00020;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG10748+dme:Dmel_CG10749+dme:Dmel_CG5362+dme:Dmel_CG7998
48;43;pyruvate carboxylase [EC:6.4.1.1];PCB;dme:Dmel_CG1516;dme00020;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG1516
49;75;pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1];Pdhb;dme:Dmel_CG11876;dme00020;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG11876+dme:Dmel_CG7010+dme:Dmel_CG7024
50;77;pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1];Pdhb;dme:Dmel_CG11876;dme00020;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG11876+dme:Dmel_CG7010+dme:Dmel_CG7024
51;80;dihydrolipoamide dehydrogenase [EC:1.8.1.4];CG7430;dme:Dmel_CG7430;dme00020;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG7430
52;82;pyruvate dehydrogenase E2 component (dihydrolipoamide acetyltransferase) [EC:2.3.1.12];muc;dme:Dmel_CG5261;dme00020;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG5261
53;87;phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32];Pepck2;dme:Dmel_CG10924;dme00020;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG10924+dme:Dmel_CG17725
54;92;succinate dehydrogenase (ubiquinone) membrane anchor subunit;SdhD;dme:Dmel_CG10219;dme00020;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG10219+dme:Dmel_CG17246+dme:Dmel_CG3283+dme:Dmel_CG5718+dme:Dmel_CG6629+dme:Dmel_CG6666+dme:Dmel_CG7349
55;37;glucose-6-phosphate isomerase [EC:5.3.1.9];Pgi;dme:Dmel_CG8251;dme00030;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG8251
56;40;ribokinase [EC:2.7.1.15];CG13369;dme:Dmel_CG13369;dme00030;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG13369+dme:Dmel_CG17010
57;41;phosphoglucomutase / phosphopentomutase [EC:5.4.2.2 5.4.2.7];Pgm2b;dme:Dmel_CG10202;dme00030;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG10202
58;42;deoxyribose-phosphate aldolase [EC:4.1.2.4];Dera;dme:Dmel_CG8525;dme00030;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG8525
59;43;ribose-phosphate pyrophosphokinase [EC:2.7.6.1];CG6767;dme:Dmel_CG6767;dme00030;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG6767
60;44;phosphoglucomutase / phosphopentomutase [EC:5.4.2.2 5.4.2.7];Pgm2b;dme:Dmel_CG10202;dme00030;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG10202
61;45;ribokinase [EC:2.7.1.15];CG13369;dme:Dmel_CG13369;dme00030;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG13369+dme:Dmel_CG17010
62;46;transketolase [EC:2.2.1.1];CG5103;dme:Dmel_CG5103;dme00030;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG5103+dme:Dmel_CG8036
63;47;ribose 5-phosphate isomerase A [EC:5.3.1.6];Rpi;dme:Dmel_CG30410;dme00030;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG30410
64;48;ribulose-phosphate 3-epimerase [EC:5.1.3.1];Rpe;dme:Dmel_CG30499;dme00030;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG30499
65;49;transketolase [EC:2.2.1.1];CG5103;dme:Dmel_CG5103;dme00030;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG5103+dme:Dmel_CG8036
66;50;fructose-bisphosphate aldolase, class I [EC:4.1.2.13];Ald2;dme:Dmel_CG5432;dme00030;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG5432+dme:Dmel_CG6058
67;51;6-phosphofructokinase 1 [EC:2.7.1.11];Pfk;dme:Dmel_CG4001;dme00030;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG4001
68;52;fructose-1,6-bisphosphatase I [EC:3.1.3.11];fbp;dme:Dmel_CG31692;dme00030;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG31692
69;53;glucose-6-phosphate isomerase [EC:5.3.1.9];Pgi;dme:Dmel_CG8251;dme00030;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG8251
70;56;6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343];Pgd;dme:Dmel_CG3724;dme00030;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG3724
71;57;6-phosphogluconolactonase [EC:3.1.1.31];CG17333;dme:Dmel_CG17333;dme00030;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG17333
72;58;glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363];Zw;dme:Dmel_CG12529;dme00030;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG12529+dme:Dmel_CG7140
73;66;glucose 1-dehydrogenase (FAD, quinone) [EC:1.1.5.9];Gld;dme:Dmel_CG1152;dme00030;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG1152+dme:Dmel_CG12398
74;77;transaldolase [EC:2.2.1.2];Taldo;dme:Dmel_CG2827;dme00030;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG2827
75;78;phosphoglucomutase / phosphopentomutase [EC:5.4.2.2 5.4.2.7];Pgm2b;dme:Dmel_CG10202;dme00030;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG10202+dme:Dmel_CG5165+dme:Dmel_CG8073
76;88;glycerate 2-kinase [EC:2.7.1.165];CG9886;dme:Dmel_CG9886;dme00030;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG9886
77;156;6-phosphogluconate dehydrogenase [EC:1.1.1.44 1.1.1.343];Pgd;dme:Dmel_CG3724;dme00030;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG3724
78;157;glucose-6-phosphate 1-dehydrogenase [EC:1.1.1.49 1.1.1.363];Zw;dme:Dmel_CG12529;dme00030;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG12529+dme:Dmel_CG7140
79;71;beta-glucuronidase [EC:3.2.1.31];CG15117;dme:Dmel_CG15117;dme00040;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG15117+dme:Dmel_CG2135
80;78;ribulose-phosphate 3-epimerase [EC:5.1.3.1];Rpe;dme:Dmel_CG30499;dme00040;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG30499
81;84;xylulokinase [EC:2.7.1.17];CG3534;dme:Dmel_CG3534;dme00040;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG3534
82;93;aldehyde reductase [EC:1.1.1.21];CG10638;dme:Dmel_CG10638;dme00040;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG10638+dme:Dmel_CG10863+dme:Dmel_CG12766+dme:Dmel_CG40064+dme:Dmel_CG6083+dme:Dmel_CG6084+dme:Dmel_CG9436
83;95;L-xylulose reductase [EC:1.1.1.10];CG7322;dme:Dmel_CG7322;dme00040;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG7322
84;96;aldehyde reductase [EC:1.1.1.21];CG10638;dme:Dmel_CG10638;dme00040;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG10638+dme:Dmel_CG10863+dme:Dmel_CG12766+dme:Dmel_CG40064+dme:Dmel_CG6083+dme:Dmel_CG6084+dme:Dmel_CG9436
85;99;L-gulonate 3-dehydrogenase [EC:1.1.1.45];Had2;dme:Dmel_CG10131;dme00040;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG10131+dme:Dmel_CG9914
86;100;UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9];UGP;dme:Dmel_CG4347;dme00040;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG4347
87;101;glucuronosyltransferase [EC:2.4.1.17];Ugt301D1;dme:Dmel_CG10178;dme00040;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG10178+dme:Dmel_CG11012+dme:Dmel_CG11289+dme:Dmel_CG13270+dme:Dmel_CG13271+dme:Dmel_CG15661+dme:Dmel_CG15902+dme:Dmel_CG17200+dme:Dmel_CG17322+dme:Dmel_CG17323+dme:Dmel_CG17324+dme:Dmel_CG17932+dme:Dmel_CG2788+dme:Dmel_CG31002+dme:Dmel_CG3797+dme:Dmel_CG4302+dme:Dmel_CG4414+dme:Dmel_CG4772+dme:Dmel_CG5724+dme:Dmel_CG5999+dme:Dmel_CG6475+dme:Dmel_CG6633+dme:Dmel_CG6644+dme:Dmel_CG6649+dme:Dmel_CG6653+dme:Dmel_CG6658+dme:Dmel_CG8652+dme:Dmel_CG9481
88;102;UDPglucose 6-dehydrogenase [EC:1.1.1.22];sgl;dme:Dmel_CG10072;dme00040;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG10072
89;193;dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) [EC:1.3.1.20 1.1.1.179];CG13280;dme:Dmel_CG13280;dme00040;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG13280+dme:Dmel_CG3597+dme:Dmel_CG3609
90;215;L-iditol 2-dehydrogenase [EC:1.1.1.14];Sodh-1;dme:Dmel_CG1982;dme00040;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG1982+dme:Dmel_CG4649
91;216;alcohol dehydrogenase (NADP+) [EC:1.1.1.2];CG2767;dme:Dmel_CG2767;dme00040;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG2767
92;57;aldehyde reductase [EC:1.1.1.21];CG10638;dme:Dmel_CG10638;dme00051;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG10638+dme:Dmel_CG10863+dme:Dmel_CG12766+dme:Dmel_CG40064+dme:Dmel_CG6083+dme:Dmel_CG6084+dme:Dmel_CG9436
93;58;L-iditol 2-dehydrogenase [EC:1.1.1.14];Sodh-1;dme:Dmel_CG1982;dme00051;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG1982+dme:Dmel_CG4649
94;60;ketohexokinase [EC:2.7.1.3];CG12289;dme:Dmel_CG12289;dme00051;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG12289+dme:Dmel_CG7328+dme:Dmel_CG7335+dme:Dmel_CG7551
95;70;hexokinase [EC:2.7.1.1];Hex-A;dme:Dmel_CG3001;dme00051;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG3001+dme:Dmel_CG32849+dme:Dmel_CG33102+dme:Dmel_CG8094
96;73;hexokinase [EC:2.7.1.1];Hex-A;dme:Dmel_CG3001;dme00051;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG3001+dme:Dmel_CG32849+dme:Dmel_CG33102+dme:Dmel_CG8094
97;75;6-phosphofructo-2-kinase / fructose-2,6-biphosphatase 2 [EC:2.7.1.105 3.1.3.46];Pfrx;dme:Dmel_CG3400;dme00051;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG3400
98;78;mannose-6-phosphate isomerase [EC:5.3.1.8];Mpi;dme:Dmel_CG8417;dme00051;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG8417
99;79;phosphomannomutase [EC:5.4.2.8];Pmm2;dme:Dmel_CG10688;dme00051;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG10688
100;82;GDP-L-fucose synthase [EC:1.1.1.271];Gmer;dme:Dmel_CG3495;dme00051;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG3495
101;83;GDPmannose 4,6-dehydratase [EC:4.2.1.47];Gmd;dme:Dmel_CG8890;dme00051;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG8890
102;84;mannose-1-phosphate guanylyltransferase [EC:2.7.7.13];CG1129;dme:Dmel_CG1129;dme00051;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG1129+dme:Dmel_CG8207
103;88;6-phosphofructokinase 1 [EC:2.7.1.11];Pfk;dme:Dmel_CG4001;dme00051;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG4001
104;93;triosephosphate isomerase (TIM) [EC:5.3.1.1];Tpi;dme:Dmel_CG2171;dme00051;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG2171
105;94;fructose-bisphosphate aldolase, class I [EC:4.1.2.13];Ald2;dme:Dmel_CG5432;dme00051;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG5432+dme:Dmel_CG6058
106;96;fructose-bisphosphate aldolase, class I [EC:4.1.2.13];Ald2;dme:Dmel_CG5432;dme00051;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG5432+dme:Dmel_CG6058
107;105;fructose-1,6-bisphosphatase I [EC:3.1.3.11];fbp;dme:Dmel_CG31692;dme00051;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG31692
108;55;alpha-galactosidase [EC:3.2.1.22];CG7997;dme:Dmel_CG7997;dme00052;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG7997
109;57;6-phosphofructokinase 1 [EC:2.7.1.11];Pfk;dme:Dmel_CG4001;dme00052;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG4001
110;61;alpha-galactosidase [EC:3.2.1.22];CG7997;dme:Dmel_CG7997;dme00052;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG7997
111;64;alpha-glucosidase [EC:3.2.1.20];Mal-A7;dme:Dmel_CG11669;dme00052;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG11669+dme:Dmel_CG11909+dme:Dmel_CG14934+dme:Dmel_CG14935+dme:Dmel_CG7685+dme:Dmel_CG8690+dme:Dmel_CG8693+dme:Dmel_CG8694+dme:Dmel_CG8695+dme:Dmel_CG8696
112;65;alpha-galactosidase [EC:3.2.1.22];CG7997;dme:Dmel_CG7997;dme00052;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG7997
113;68;aldehyde reductase [EC:1.1.1.21];CG10638;dme:Dmel_CG10638;dme00052;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG10638+dme:Dmel_CG10863+dme:Dmel_CG12766+dme:Dmel_CG40064+dme:Dmel_CG6083+dme:Dmel_CG6084+dme:Dmel_CG9436
114;69;alpha-galactosidase [EC:3.2.1.22];CG7997;dme:Dmel_CG7997;dme00052;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG7997
115;70;alpha-galactosidase [EC:3.2.1.22];CG7997;dme:Dmel_CG7997;dme00052;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG7997
116;71;alpha-galactosidase [EC:3.2.1.22];CG7997;dme:Dmel_CG7997;dme00052;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG7997
117;72;alpha-galactosidase [EC:3.2.1.22];CG7997;dme:Dmel_CG7997;dme00052;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG7997
118;74;hexokinase [EC:2.7.1.1];Hex-A;dme:Dmel_CG3001;dme00052;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG3001+dme:Dmel_CG32849+dme:Dmel_CG33102+dme:Dmel_CG8094
119;76;beta-galactosidase [EC:3.2.1.23];Ect3;dme:Dmel_CG3132;dme00052;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG3132+dme:Dmel_CG9092
120;77;phosphoglucomutase / phosphopentomutase [EC:5.4.2.2 5.4.2.7];Pgm2b;dme:Dmel_CG10202;dme00052;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG10202+dme:Dmel_CG5165+dme:Dmel_CG8073
121;79;UDP-glucose 4-epimerase [EC:5.1.3.2];Gale;dme:Dmel_CG12030;dme00052;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG12030
122;80;UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9];UGP;dme:Dmel_CG4347;dme00052;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG4347
123;82;UDPglucose--hexose-1-phosphate uridylyltransferase [EC:2.7.7.12];Galt;dme:Dmel_CG9232;dme00052;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG9232
124;99;glucose-6-phosphatase [EC:3.1.3.9];G6P;dme:Dmel_CG15400;dme00052;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG15400
125;111;alpha-galactosidase [EC:3.2.1.22];CG7997;dme:Dmel_CG7997;dme00052;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG7997
126;172;aldose 1-epimerase [EC:5.1.3.3];CG10467;dme:Dmel_CG10467;dme00052;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG10467+dme:Dmel_CG10996+dme:Dmel_CG32444+dme:Dmel_CG32445+dme:Dmel_CG4988
127;32;inositol oxygenase [EC:1.13.99.1];CG6910;dme:Dmel_CG6910;dme00053;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG6910
128;35;UDPglucose 6-dehydrogenase [EC:1.1.1.22];sgl;dme:Dmel_CG10072;dme00053;http://www.kegg.jp/dbget-bin/www_bget?dme:Dmel_CG10072
